Customer ID,Age,Gender,City,Subscription Type,Monthly Spending,Tenure,Number of Purchases,Customer Support Requests,Login Frequency,Last Activity Date,Satisfaction Score,Churn Status
CUST00300,23,Male,Bradleyfort,Basic,1479.75,1,182,11,16,2025-12-29,9,No
CUST00301,44,Female,Wrightside,Basic,1167.91,67,105,11,15,2026-04-04,1,Yes
CUST00302,71,Female,Kathleenbury,Standard,1037.22,75,7,8,10,2025-09-16,4,Yes
CUST00303,71,Female,Butlerland,Premium,21.62,3,97,13,40,2025-12-17,2,Yes
CUST00304,69,Female,South Holly,Premium,280.09,57,174,17,16,2026-03-27,5,No
CUST00305,52,Male,Lake Edward,Standard,1331.43,61,130,17,52,2026-05-10,10,Yes
CUST00306,30,Male,West Molly,Standard,1864.46,58,3,12,55,2025-10-11,4,Yes
CUST00307,23,Male,South Kathleenmouth,Basic,902.34,76,96,1,2,2026-04-26,3,Yes
CUST00308,53,Female,New Kelly,Basic,1866.72,51,196,3,27,2025-08-28,5,No
CUST00309,57,Male,Danielleland,Standard,1686.94,102,116,8,38,2026-05-17,1,Yes
CUST00310,25,Male,North Emilyview,Premium,963.05,77,34,7,43,2025-12-24,4,No
CUST00311,64,Female,Ryanside,Standard,399.87,63,153,5,50,2025-08-23,4,No
CUST00312,31,Female,South Julie,Basic,1417.08,77,99,12,23,2026-05-04,2,Yes
CUST00313,66,Male,Martinezbury,Standard,743.43,21,27,17,5,2025-10-14,6,No
CUST00314,72,Female,Lake Stanleyhaven,Premium,1505.93,102,20,17,28,2025-10-21,1,Yes
CUST00315,40,Male,Woodberg,Basic,457.63,86,145,2,32,2026-05-07,4,Yes
CUST00316,60,Male,North Jonathanfurt,Premium,323.21,112,116,1,32,2025-11-24,6,No
CUST00317,54,Female,West Chelseyview,Standard,1368.78,94,184,15,23,2025-07-13,4,Yes
CUST00318,68,Male,Schmidtstad,Basic,1794.48,106,138,0,48,2025-09-02,5,No
CUST00319,71,Female,Lake Craigview,Premium,371.98,20,109,6,35,2026-04-21,9,No
CUST00320,18,Male,Kimberlyside,Basic,1062.13,33,31,2,9,2025-07-26,5,No
CUST00321,46,Female,Phillipsmouth,Standard,1065.78,13,101,11,59,2025-09-10,2,No
CUST00322,55,Male,South Wendy,Standard,1936.23,18,74,10,39,2025-11-08,8,No
CUST00323,36,Female,Glennchester,Standard,435.88,71,71,3,23,2026-04-26,3,No
CUST00324,39,Female,Lake Ronaldberg,Standard,1417.2,75,60,6,45,2025-09-24,4,No
CUST00325,19,Female,Chaneyview,Standard,354.06,111,124,15,1,2025-12-14,2,Yes
CUST00326,69,Female,Bookerstad,Standard,126.8,26,23,15,19,2025-11-30,7,No
CUST00327,45,Male,North Michaelfort,Standard,934.06,25,182,12,28,2026-02-20,9,No
CUST00328,19,Female,Lake Brandiville,Premium,1181.25,38,25,18,17,2025-07-25,5,No
CUST00329,39,Female,Port Jaredhaven,Standard,740.48,39,88,14,7,2025-06-23,3,Yes
CUST00330,47,Male,Bushview,Basic,1796.29,69,96,12,52,2025-10-04,7,No
CUST00331,57,Male,East Danielburgh,Premium,903.82,86,163,15,22,2025-08-20,1,Yes
CUST00332,52,Male,Stevensside,Basic,578.94,111,45,14,53,2026-02-09,10,No
CUST00333,21,Female,Eddiestad,Basic,178.06,76,47,2,55,2026-04-24,3,Yes
CUST00334,55,Female,South Garrett,Standard,302.52,93,191,8,27,2026-03-21,1,Yes
CUST00335,46,Female,West Jennifer,Basic,682.12,2,54,18,15,2025-08-10,3,No
CUST00336,68,Female,Natalieville,Premium,1661.26,99,195,13,33,2025-11-12,6,No
CUST00337,37,Male,Port Kelly,Premium,291.96,27,5,16,39,2026-03-17,6,No
CUST00338,58,Female,Lake Lesliechester,Premium,1446.03,48,84,8,38,2026-04-27,1,Yes
CUST00339,32,Male,Johntown,Standard,1090.15,82,30,0,30,2025-10-02,3,Yes
CUST00340,40,Male,Medinabury,Premium,785.71,20,8,2,12,2026-04-06,1,No
CUST00341,48,Female,Alexandriaview,Basic,424.33,82,71,17,58,2025-10-05,1,Yes
CUST00342,26,Female,New Laura,Premium,178.19,27,11,18,48,2025-10-30,4,No
CUST00343,67,Female,South Zachary,Premium,1535.36,120,18,7,27,2026-03-19,4,No
CUST00344,18,Female,Michaelfort,Standard,46.99,71,98,15,59,2025-11-16,1,Yes
CUST00345,52,Female,Whiteshire,Basic,1966.24,120,159,11,4,2025-12-17,2,Yes
CUST00346,64,Female,Bryanbury,Premium,747.76,73,24,5,35,2025-08-29,10,No
CUST00347,42,Male,South Jennifer,Premium,1501.01,84,94,19,48,2025-09-26,5,No
CUST00348,73,Male,Brianfurt,Premium,611.81,91,96,1,18,2026-01-08,3,Yes
CUST00349,55,Male,East Laura,Basic,551.26,91,168,3,21,2025-12-14,9,Yes
CUST00350,30,Male,Lopezton,Standard,1144.69,10,64,11,24,2026-04-27,8,Yes
CUST00351,57,Male,Rebeccaburgh,Basic,1039.68,16,15,1,6,2025-08-29,6,No
CUST00352,58,Female,Woodardshire,Standard,1351.42,89,142,0,56,2025-08-13,4,No
CUST00353,24,Female,South Shawnfurt,Standard,185.76,16,191,5,60,2025-12-15,9,No
CUST00354,41,Male,New Eugeneton,Premium,1142.89,63,95,11,20,2025-09-12,5,Yes
CUST00355,30,Female,Guerraburgh,Premium,90.25,97,181,16,29,2026-06-11,4,Yes
CUST00356,73,Male,Brianburgh,Basic,1220.83,51,52,12,10,2025-10-31,7,No
CUST00357,30,Male,Ashleystad,Standard,1464.32,108,17,6,42,2025-11-26,2,Yes
CUST00358,56,Female,New Annhaven,Basic,1261.08,42,197,10,32,2025-12-27,3,No
CUST00359,64,Female,Lake Carlosstad,Basic,736.2,100,11,11,26,2026-06-14,9,No
CUST00360,58,Female,West Samantha,Basic,819.88,82,101,0,5,2025-10-28,3,No
CUST00361,45,Male,New Ariana,Standard,1394.36,12,79,9,38,2026-05-25,9,No
CUST00362,26,Male,Stephenborough,Premium,1926.44,95,95,7,48,2025-11-12,10,No
CUST00363,63,Female,Williamsontown,Standard,1280.17,16,127,20,58,2026-04-25,4,No
CUST00364,24,Male,Washingtonport,Standard,1533.91,35,116,13,13,2025-11-07,7,Yes
CUST00365,72,Male,Lake Tonyside,Standard,64.22,58,24,20,55,2025-08-02,5,Yes
CUST00366,38,Male,Wilsonchester,Basic,497.83,88,135,17,37,2025-08-17,8,No
CUST00367,54,Female,Tiffanybury,Premium,1293.85,90,1,20,17,2025-12-09,9,No
CUST00368,42,Female,East Rubenstad,Standard,1135.02,35,160,7,9,2026-05-14,5,No
CUST00369,47,Male,New Stephanieside,Basic,181.65,25,166,6,55,2025-12-22,8,No
CUST00370,31,Male,Port Valerie,Basic,1296.46,111,169,10,21,2025-11-14,5,Yes
CUST00371,74,Male,Port Jocelyn,Basic,194.96,50,46,20,58,2025-09-03,9,No
CUST00372,72,Female,Brianbury,Basic,1768.72,92,79,19,4,2026-03-11,4,Yes
CUST00373,22,Female,Mathewschester,Premium,1011.81,90,111,18,45,2025-09-10,9,No
CUST00374,67,Male,East Lisafort,Standard,808.55,69,143,19,2,2025-09-11,5,No
CUST00375,61,Male,Port Leahport,Premium,15.95,78,170,14,40,2025-11-20,1,No
CUST00376,28,Male,East Amy,Premium,69.61,29,103,19,30,2025-11-06,1,No
CUST00377,24,Male,Kimhaven,Basic,1601.54,10,184,11,4,2025-11-02,2,Yes
CUST00378,73,Male,North Staceyport,Standard,1373.25,75,49,5,8,2025-10-09,8,No
CUST00379,68,Female,New Geraldbury,Premium,607.48,46,68,1,39,2026-04-19,4,Yes
CUST00380,38,Female,Jeffreyfurt,Premium,1102.54,23,121,0,56,2025-06-21,8,No
CUST00381,36,Female,New Seanland,Standard,840.44,50,65,16,20,2025-12-26,2,No
CUST00382,40,Female,New Curtis,Standard,1119.23,2,25,20,31,2025-08-10,8,No
CUST00383,48,Male,Jeffport,Standard,1819.41,37,158,15,27,2026-01-31,8,No
CUST00384,54,Female,New Krystal,Basic,428.44,2,112,16,16,2025-09-15,8,No
CUST00385,38,Male,Ortizbury,Basic,1927.83,3,106,7,24,2025-11-02,2,No
CUST00386,37,Female,Josephport,Basic,357.03,94,134,11,28,2025-11-04,1,Yes
CUST00387,53,Female,West David,Basic,221.25,34,64,19,21,2025-10-15,1,Yes
CUST00388,71,Male,Gillespieberg,Premium,341.48,89,143,18,50,2025-12-23,8,No
CUST00389,46,Female,Port Tom,Premium,332.02,101,109,14,37,2025-08-22,7,No
CUST00390,57,Female,Cruzfort,Standard,1272.16,64,8,19,20,2025-08-19,8,Yes
CUST00391,36,Female,Lake Ninamouth,Standard,477.83,1,188,5,26,2025-07-25,7,No
CUST00392,53,Female,West Sandra,Premium,1851.13,13,61,3,0,2025-10-07,2,No
CUST00393,28,Female,North Jared,Standard,1990.83,15,197,17,27,2025-12-14,1,No
CUST00394,67,Male,South Daniel,Standard,878.38,54,66,17,38,2025-07-20,2,Yes
CUST00395,74,Male,South Brittany,Basic,1605.9,46,117,3,41,2025-11-12,7,Yes
CUST00396,25,Male,Carrshire,Standard,1264.37,52,172,1,9,2025-09-06,6,No
CUST00397,71,Female,North Kimberly,Basic,237.28,80,171,15,28,2026-04-07,8,No
CUST00398,54,Male,Port Jenniferville,Basic,282.05,74,110,5,33,2026-05-30,10,No
CUST00399,28,Male,West Lauratown,Premium,68.83,52,97,7,18,2026-02-25,9,No
CUST00400,75,Male,North Antoniohaven,Premium,1467.9,67,185,2,35,2025-09-19,8,No
CUST00401,57,Female,Jeffreyhaven,Premium,850.82,50,91,2,3,2026-02-03,2,Yes
CUST00402,19,Female,East George,Premium,1332.54,23,61,6,10,2026-04-15,2,Yes
CUST00403,61,Male,Brandyside,Premium,1023.08,34,8,2,24,2026-02-03,8,No
CUST00404,49,Female,North Matthew,Premium,567.19,94,16,10,47,2026-05-20,8,No
CUST00405,34,Male,North Brandonmouth,Basic,46.56,26,2,15,26,2025-12-12,9,No
CUST00406,60,Male,Hessfort,Basic,89.89,24,69,12,16,2026-04-12,9,Yes
CUST00407,39,Male,South Jessica,Basic,1766.21,39,15,20,35,2026-01-07,1,Yes
CUST00408,62,Female,Hendricksmouth,Premium,1654.52,114,47,18,27,2026-05-01,6,No
CUST00409,40,Female,East Randy,Standard,1404.31,19,104,6,58,2025-11-07,1,No
CUST00410,59,Female,West Stephanieborough,Premium,355.7,29,102,13,12,2026-01-07,10,Yes
CUST00411,44,Male,Port Nancy,Basic,377.23,29,117,9,5,2025-12-09,6,No
CUST00412,49,Male,Barnesview,Premium,1150.9,99,32,1,31,2026-02-05,8,No
CUST00413,19,Female,South Nicoleland,Premium,641.03,102,152,15,5,2025-11-25,7,No
CUST00414,21,Male,Lake Melissa,Basic,899.7,50,19,16,44,2025-09-25,10,No
CUST00415,37,Female,New Robertborough,Standard,917.5,24,200,14,22,2025-11-17,3,Yes
CUST00416,68,Male,Michelleburgh,Basic,1762.85,78,1,15,58,2026-06-14,2,Yes
CUST00417,41,Female,Duffyfort,Basic,62.63,96,180,7,53,2026-06-19,10,No
CUST00418,18,Male,Jaredview,Premium,744.62,92,85,3,59,2025-09-04,5,No
CUST00419,51,Male,Campbellhaven,Standard,1081.9,19,158,1,28,2025-12-25,7,No
CUST00420,53,Female,Rogersbury,Premium,967.61,78,194,10,6,2025-10-19,5,Yes
CUST00421,33,Female,Hicksfurt,Premium,1178.42,79,31,20,38,2025-10-05,8,No
CUST00422,28,Female,North Natasha,Standard,1288.13,88,42,17,3,2025-10-27,1,No
CUST00423,60,Female,Stevenfurt,Basic,347.08,67,118,11,58,2025-10-05,5,No
CUST00424,35,Female,Walkermouth,Basic,1781.36,17,23,13,10,2025-10-15,6,Yes
CUST00425,36,Male,Shepardchester,Standard,362.18,96,0,0,7,2026-01-23,2,Yes
CUST00426,75,Male,Lake Wanda,Premium,1078.8,119,63,17,8,2026-03-18,10,Yes
CUST00427,22,Male,Port Pamela,Basic,1266.75,88,166,20,35,2026-04-10,5,No
CUST00428,27,Female,New Marisa,Premium,1147.62,98,8,20,21,2026-03-26,9,Yes
CUST00429,67,Female,Browntown,Standard,1253.48,51,180,6,55,2025-06-24,3,No
CUST00430,44,Male,Evanmouth,Standard,193.26,59,67,12,18,2025-12-04,6,No
CUST00431,45,Male,Lake Marissahaven,Basic,1079.88,24,26,8,2,2025-08-16,9,No
CUST00432,67,Male,East Josephport,Standard,1010.98,99,138,16,16,2026-02-19,5,No
CUST00433,48,Female,New Sean,Premium,1536.72,96,152,9,3,2025-06-21,9,No
CUST00434,46,Male,Johnchester,Premium,537.61,40,36,7,55,2025-08-17,5,No
CUST00435,28,Female,Lake Joshuaburgh,Premium,601.6,85,24,3,39,2026-01-04,8,No
CUST00436,37,Male,East Amy,Basic,555.88,115,53,7,30,2025-12-06,7,Yes
CUST00437,26,Male,Lake Alexanderstad,Standard,395.48,67,61,7,49,2025-07-30,7,No
CUST00438,43,Female,North Codyshire,Premium,37.95,82,198,0,34,2026-01-01,5,No
CUST00439,63,Female,Manningburgh,Premium,449.81,29,179,1,9,2026-05-24,7,No
CUST00440,53,Female,Wallaceborough,Premium,934.5,37,7,12,14,2026-01-12,2,Yes
CUST00441,32,Male,Mullinsbury,Premium,1849.89,105,57,20,11,2025-10-18,8,No
CUST00442,67,Male,Haileyburgh,Premium,922.35,82,115,18,23,2025-07-10,6,No
CUST00443,43,Male,Pittmanstad,Premium,890.83,81,142,18,15,2025-11-09,6,Yes
CUST00444,66,Male,South Kimberlystad,Standard,931.35,40,17,9,38,2026-04-10,6,No
CUST00445,68,Female,South Cindy,Standard,547.05,50,149,0,14,2025-12-12,6,Yes
CUST00446,38,Female,Carterport,Basic,1496.8,27,14,19,52,2025-09-17,10,Yes
CUST00447,64,Male,Robertborough,Standard,1882.66,106,141,14,7,2025-06-29,10,No
CUST00448,56,Male,Jasonfurt,Premium,1137.19,119,127,18,35,2025-07-19,5,No
CUST00449,49,Male,West Ianborough,Premium,47.22,6,56,19,37,2026-04-05,10,No
CUST00450,66,Male,Johnshire,Basic,1719.93,71,74,9,32,2025-08-02,6,No
CUST00451,27,Female,Lake Melissa,Standard,12.12,95,131,11,3,2026-02-05,5,Yes
CUST00452,58,Female,West Molly,Basic,1522.24,38,37,0,44,2026-01-21,2,Yes
CUST00453,31,Female,New Michael,Basic,191.08,94,152,0,55,2025-09-12,6,No
CUST00454,60,Female,Millerbury,Premium,1603.5,113,93,6,18,2026-03-25,4,Yes
CUST00455,36,Female,Carolynmouth,Basic,1156.17,13,3,19,35,2026-05-25,1,No
CUST00456,68,Male,Cainstad,Standard,1473.22,112,76,7,34,2025-10-07,5,No
CUST00457,44,Male,Charlesmouth,Premium,1123.47,93,82,1,22,2025-08-15,4,No
CUST00458,54,Male,Joshuatown,Premium,762.22,29,23,14,31,2026-04-08,10,No
CUST00459,25,Male,East Jenniferview,Standard,347.16,111,57,12,22,2026-03-17,5,Yes
CUST00460,33,Female,New Erica,Premium,507.73,109,59,3,28,2026-06-18,10,No
CUST00461,59,Female,Williamsfurt,Standard,1956.66,54,196,19,19,2025-11-12,2,No
CUST00462,51,Female,South Jeffrey,Premium,464.29,104,79,1,32,2025-10-24,8,Yes
CUST00463,65,Male,Anthonyland,Basic,1162.68,92,67,15,20,2026-04-06,9,No
CUST00464,70,Male,New Ashleyberg,Basic,1686.99,18,50,9,9,2025-10-12,4,No
CUST00465,45,Male,Bowersstad,Premium,1772.78,37,113,13,27,2025-11-28,6,No
CUST00466,55,Male,Port Catherine,Premium,648.14,109,133,14,7,2025-07-02,9,No
CUST00467,61,Female,Mitchellmouth,Basic,313.91,105,41,10,14,2026-05-21,7,No
CUST00468,44,Female,Wendyport,Basic,1743.9,100,95,14,41,2025-12-20,6,No
CUST00469,51,Female,Johnnytown,Standard,1339.51,61,140,20,56,2025-07-01,1,Yes
CUST00470,26,Male,Lake Sharon,Standard,1183.01,45,64,3,10,2026-02-07,8,No
CUST00471,39,Male,New Dianahaven,Premium,287.06,111,186,11,13,2025-06-26,8,No
CUST00472,27,Female,Port Patrickton,Premium,559.78,88,22,17,37,2025-11-30,5,No
CUST00473,41,Male,Suzanneberg,Premium,112.7,93,199,12,31,2025-07-11,9,Yes
CUST00474,57,Female,Bethburgh,Premium,1256.06,97,30,7,4,2026-01-15,10,No
CUST00475,68,Female,West Joshua,Basic,530.79,105,69,17,18,2025-06-30,8,No
CUST00476,49,Male,Lake Shannonville,Premium,1340.06,59,198,16,28,2026-02-26,2,No
CUST00477,31,Female,South Daniel,Basic,277.43,73,87,4,6,2026-02-16,6,No
CUST00478,72,Male,Lake Kevinfort,Basic,1033.44,70,127,1,8,2025-07-30,7,No
CUST00479,21,Female,East Keithchester,Standard,443.45,38,27,10,42,2025-10-10,3,Yes
CUST00480,28,Male,South Nicole,Standard,93.59,23,99,12,51,2025-08-24,10,Yes
CUST00481,75,Female,Wayneborough,Basic,1498.18,107,147,0,0,2025-07-06,2,No
CUST00482,53,Female,Sarahhaven,Basic,857.29,23,138,18,59,2026-04-25,2,Yes
CUST00483,44,Male,Estradabury,Premium,1364.89,58,175,0,32,2026-05-10,8,No
CUST00484,18,Male,Cynthiaton,Premium,1300.52,64,97,3,41,2026-05-28,6,No
CUST00485,19,Male,New Joseph,Premium,1597.88,95,161,18,20,2026-06-01,3,No
CUST00486,55,Male,Port Heidi,Standard,511.69,17,99,2,57,2025-10-10,2,Yes
CUST00487,66,Female,Port Gregorychester,Standard,1896.63,6,199,14,7,2026-02-23,5,Yes
CUST00488,56,Female,Smithburgh,Premium,730.51,50,38,15,27,2025-07-31,4,Yes
CUST00489,72,Female,West Stephanie,Premium,1023.72,105,176,2,30,2025-08-11,9,Yes
CUST00490,58,Female,Bryanside,Basic,1147.6,97,148,1,30,2025-07-21,2,No
CUST00491,30,Male,Thomasland,Premium,746.4,34,110,4,48,2025-08-31,7,No
CUST00492,59,Male,Port Edward,Basic,1538.37,56,117,12,59,2026-02-19,1,No
CUST00493,72,Male,Chapmanfort,Basic,119.95,38,115,20,42,2026-06-13,4,Yes
CUST00494,26,Male,Garrettstad,Basic,292.27,21,189,6,37,2026-06-19,6,No
CUST00495,24,Female,Denisefurt,Premium,1671.79,32,149,10,44,2025-06-28,8,No
CUST00496,53,Male,Elliottside,Standard,496.65,90,154,0,4,2025-11-29,4,Yes
CUST00497,53,Female,East Scott,Basic,155.71,93,120,7,46,2026-02-26,8,Yes
CUST00498,19,Female,Maryfort,Basic,1854.53,106,170,9,57,2025-10-30,1,Yes
CUST00499,61,Male,Smithchester,Premium,1730.42,111,198,7,1,2025-10-11,10,Yes
CUST00500,32,Female,Masonchester,Premium,853.77,26,48,20,20,2026-04-29,9,No
CUST00501,50,Male,Port Dale,Basic,1824.72,83,106,17,2,2025-09-27,2,Yes
CUST00502,63,Female,East Deborahmouth,Basic,1687.31,62,175,17,46,2025-07-26,1,Yes
CUST00503,21,Male,Wellsmouth,Premium,1056.13,74,133,10,46,2025-09-27,1,Yes
CUST00504,36,Female,Hendersonstad,Premium,1924.55,31,98,12,40,2025-08-27,6,Yes
CUST00505,64,Female,Terriland,Basic,1557.21,32,82,1,44,2026-01-20,2,No
CUST00506,26,Male,East Paul,Standard,343.83,20,92,0,5,2025-10-26,7,No
CUST00507,55,Male,New Samanthaside,Standard,754.85,61,14,19,59,2026-02-24,8,No
CUST00508,56,Female,New Theresa,Basic,542.22,102,39,5,12,2026-03-29,8,Yes
CUST00509,24,Female,South Joshua,Basic,821.24,74,40,9,51,2026-06-03,4,No
CUST00510,23,Female,Ashleyshire,Basic,755.96,53,110,8,18,2025-09-18,6,No
CUST00511,29,Male,Lukestad,Basic,230.75,27,112,8,33,2026-02-25,6,Yes
CUST00512,25,Male,Barbaraland,Basic,1555.17,44,99,5,36,2025-07-20,6,No
CUST00513,22,Female,Dunlapchester,Premium,466.06,107,157,19,36,2025-06-30,1,Yes
CUST00514,52,Female,East Richard,Basic,502.1,76,114,15,5,2026-02-26,4,Yes
CUST00515,43,Female,Owenland,Basic,312.59,16,36,5,15,2025-08-08,3,No
CUST00516,70,Male,West Jamesmouth,Standard,51.97,97,160,17,43,2026-04-14,9,No
CUST00517,62,Male,Reedbury,Premium,1453.36,47,84,10,10,2026-05-24,2,No
CUST00518,47,Male,Jessicatown,Premium,881.42,62,67,0,58,2025-10-18,10,No
CUST00519,53,Male,Johnton,Basic,1410.23,113,118,15,20,2025-10-30,9,Yes
CUST00520,39,Female,Danielfort,Basic,467.23,18,103,9,5,2025-09-24,5,No
CUST00521,65,Male,Samuelmouth,Premium,1752.48,87,10,11,43,2026-02-05,1,Yes
CUST00522,37,Male,Huffmanhaven,Premium,1330.64,72,119,19,37,2026-04-08,5,No
CUST00523,37,Male,Smithbury,Premium,476.67,33,23,6,17,2026-03-22,10,Yes
CUST00524,22,Male,Craigberg,Basic,1210.43,96,12,7,58,2026-04-12,5,No
CUST00525,53,Female,Port Wayneborough,Premium,1103.68,74,48,12,17,2025-12-21,9,No
CUST00526,59,Female,West James,Premium,316.72,91,1,10,54,2026-02-19,5,No
CUST00527,39,Male,North Josephport,Standard,956.17,101,184,6,51,2025-06-23,6,Yes
CUST00528,29,Female,Pearsonview,Basic,691.17,59,59,17,46,2026-05-02,4,Yes
CUST00529,72,Male,West Victoria,Standard,1182.52,81,99,9,49,2025-11-21,3,No
CUST00530,44,Male,Davidchester,Premium,1998.57,12,76,20,24,2026-05-22,7,No
CUST00531,62,Male,Lake Dawnhaven,Standard,1941.51,78,123,15,27,2025-06-21,4,Yes
CUST00532,68,Female,Lake Michaelborough,Basic,1680.92,112,25,18,2,2025-07-01,1,No
CUST00533,29,Male,West Calebburgh,Premium,513.17,56,194,15,25,2026-04-26,8,No
CUST00534,34,Male,West Williamland,Basic,1977.56,103,195,3,37,2025-11-02,8,No
CUST00535,58,Male,Bonniestad,Premium,870.22,40,152,10,20,2025-07-04,6,No
CUST00536,64,Female,Aguilarport,Premium,1464.64,87,172,10,26,2026-04-05,6,No
CUST00537,24,Female,Port Stephanietown,Standard,813.57,60,143,3,17,2025-10-19,3,No
CUST00538,28,Male,Brandishire,Premium,1989.35,85,136,7,46,2025-12-30,6,No
CUST00539,52,Female,West Nicolechester,Standard,1016.42,114,177,2,32,2025-11-06,4,Yes
CUST00540,72,Female,Laurenberg,Premium,1198.32,81,176,3,46,2025-12-16,5,No
CUST00541,65,Male,Shepardland,Premium,1774.41,27,177,2,54,2026-02-28,6,No
CUST00542,46,Female,South Nicholas,Standard,1310.73,94,137,5,29,2025-11-21,4,No
CUST00543,39,Female,Matthewmouth,Premium,598.9,116,16,19,1,2026-05-07,3,No
CUST00544,57,Female,East Sylviabury,Standard,424.41,75,78,16,3,2025-07-21,1,Yes
CUST00545,70,Female,South Amandachester,Basic,199.97,51,78,4,42,2026-02-12,2,No
CUST00546,43,Male,Vazquezview,Standard,620.65,78,130,14,0,2026-06-01,2,Yes
CUST00547,68,Male,New Russell,Basic,511.17,38,52,4,27,2026-03-28,8,No
CUST00548,38,Female,East Sergioshire,Basic,1091.75,56,52,15,48,2026-05-11,6,Yes
CUST00549,59,Male,Jeanettemouth,Standard,1870.42,39,61,1,54,2026-06-02,9,No
CUST00550,52,Female,North Kellyfurt,Standard,971.73,59,131,3,17,2025-06-25,2,No
CUST00551,62,Female,Laurenchester,Basic,1808.81,97,23,17,28,2026-01-14,9,Yes
CUST00552,41,Female,Bridgettown,Premium,649.97,114,61,12,24,2026-04-26,9,Yes
CUST00553,25,Female,Lake Nicholasfurt,Standard,172.68,46,120,2,34,2026-05-27,10,No
CUST00554,66,Male,Johnsonport,Standard,1999.82,101,122,13,36,2025-08-17,9,Yes
CUST00555,72,Female,Dawnville,Premium,283.97,24,36,15,60,2025-07-18,2,No
CUST00556,58,Female,Beardbury,Basic,1406.03,109,90,9,46,2026-01-30,7,No
CUST00557,61,Female,Jaredburgh,Basic,1122.42,96,164,17,37,2026-01-22,1,Yes
CUST00558,51,Female,West Amy,Standard,1837.27,107,88,11,40,2026-05-04,6,No
CUST00559,67,Male,Deborahbury,Basic,1414.66,43,150,11,27,2025-10-10,7,No
CUST00560,43,Male,South Carlosmouth,Premium,427.44,119,41,6,9,2026-04-04,7,No
CUST00561,41,Male,South Chelseyshire,Standard,469.14,57,86,19,49,2026-02-20,10,Yes
CUST00562,71,Male,South Alyssafort,Premium,1161.59,47,196,18,23,2026-03-30,5,No
CUST00563,25,Male,Port Leslie,Premium,1434.68,2,15,8,21,2025-10-09,10,No
CUST00564,70,Female,Parkershire,Standard,839.55,98,151,4,1,2025-07-09,10,No
CUST00565,46,Male,Wrightview,Basic,1981.24,3,195,15,58,2025-09-07,8,No
CUST00566,42,Female,South Alan,Premium,158.67,90,112,3,24,2026-01-23,3,No
CUST00567,48,Female,New Tommy,Standard,1916.84,75,76,0,45,2025-07-16,4,No
CUST00568,36,Male,Armstrongview,Standard,1123.68,62,188,13,50,2025-07-27,8,Yes
CUST00569,23,Male,North Mark,Standard,458.21,108,96,1,39,2026-02-09,8,No
CUST00570,46,Male,Brandonbury,Standard,1009.05,8,35,7,14,2025-08-19,2,No
CUST00571,51,Male,Daniellechester,Premium,667.73,104,174,1,16,2025-08-06,5,Yes
CUST00572,32,Female,Mitchellberg,Basic,660.68,72,49,6,1,2025-08-19,6,No
CUST00573,72,Female,New Diane,Standard,230.22,74,31,16,60,2025-11-25,8,No
CUST00574,35,Male,Espinozashire,Premium,53.32,30,150,10,18,2026-01-24,4,Yes
CUST00575,62,Female,West Robert,Standard,1894.94,71,71,2,12,2026-03-19,10,No
CUST00576,42,Female,Lake Amberburgh,Basic,1610.52,19,137,19,25,2026-01-14,3,No
CUST00577,46,Male,Shelbyfort,Basic,1052.3,49,118,17,39,2026-01-28,6,Yes
CUST00578,73,Male,Ronaldbury,Standard,612.81,84,94,3,40,2026-05-14,6,No
CUST00579,19,Female,North Charlestown,Basic,1515.0,108,170,12,9,2025-09-30,4,Yes
CUST00580,33,Female,West Daniel,Basic,1413.58,84,31,1,25,2025-08-21,8,No
CUST00581,64,Female,East Ryan,Premium,1416.99,116,183,8,39,2026-02-14,9,No
CUST00582,73,Male,Angelamouth,Premium,1386.08,110,163,1,32,2025-11-06,1,No
CUST00583,47,Female,North Annette,Basic,487.52,81,26,3,28,2026-05-10,7,No
CUST00584,70,Female,Floreshaven,Premium,1606.43,6,88,17,47,2025-10-11,6,No
CUST00585,24,Male,Port Natalieview,Premium,394.51,59,184,15,23,2025-10-06,3,Yes
CUST00586,58,Female,Hunterfort,Standard,1897.32,34,13,11,22,2025-09-12,10,No
CUST00587,53,Female,Lake Christina,Basic,482.32,75,127,20,30,2025-11-01,5,No
CUST00588,19,Male,Morrisonton,Standard,1951.35,76,28,0,27,2026-06-14,7,No
CUST00589,45,Female,New Jean,Basic,1815.37,64,86,19,53,2026-03-29,3,No
CUST00590,73,Female,Rebeccaville,Standard,206.42,48,1,12,44,2025-11-19,5,No
CUST00591,52,Male,Harrischester,Premium,148.88,6,4,8,56,2026-02-23,1,No
CUST00592,68,Female,South Lisa,Premium,558.41,61,146,12,14,2025-07-10,6,No
CUST00593,36,Female,South Sandra,Premium,1838.0,79,157,15,4,2025-07-12,7,No
CUST00594,46,Female,West Monicaland,Premium,690.08,100,148,10,25,2025-11-17,10,No
CUST00595,40,Male,Joshuahaven,Premium,892.63,36,84,11,0,2026-02-05,10,No
CUST00596,39,Male,Wallview,Basic,557.39,115,30,6,5,2026-06-20,4,No
CUST00597,45,Female,New Sara,Standard,1119.68,25,23,11,5,2026-03-10,4,Yes
CUST00598,62,Female,North Madelineside,Standard,1714.41,19,200,9,48,2026-02-12,8,Yes
CUST00599,27,Male,East Sandrahaven,Standard,1427.4,120,144,1,18,2025-08-17,6,Yes
